Engine_Speed,Fuel_Flow,Intake_Manifold_Pressure,Coolant_Temp,Ambient_Temp,Engine_Performance
2006,17.3,1.49,101,29,153.4
1213,44.13,1.33,80,26,162.27
625,48.07,2.24,105,28,201.94
2438,44.52,1.9,101,31,219.56
1855,30.12,2.23,99,35,186.82
654,46.07,1.15,98,10,140.59
2324,23.64,1.48,72,10,164.96
971,17.25,2.8,78,31,189.84
2379,36.82,1.68,76,33,190.31
2106,37.81,1.26,88,30,167.18
1902,28.82,1.57,94,26,159.06
2767,27.27,2.1,77,20,197.1
2827,26.97,1.46,70,13,165.69
1667,27.73,2.6,86,12,202.51
1692,25.48,1.5,78,19,157.77
1077,43.08,2.48,93,20,222.17
1896,12.64,2.04,71,20,164.85
2555,19.69,2.73,91,29,228.74
2079,44.74,1.54,96,23,199.93
2869,40.22,1.18,84,10,187.24
1586,23.69,2.03,97,19,180.17
1721,49.89,2.4,109,40,230.18
2263,28.89,1.91,71,24,191.14
1234,36.99,2.4,70,15,197.64
1552,33.0,2.38,71,10,207.16
2020,23.34,2.39,75,24,191.62
1579,12.34,2.97,70,18,197.21
1197,16.57,2.99,105,28,212.33
1111,47.86,1.42,85,38,168.57
2115,46.63,2.09,92,23,216.25
1327,20.33,1.23,76,25,112.57
2997,19.16,2.86,80,11,230.27
1816,34.22,2.75,93,20,229.7
1258,29.78,1.9,90,15,176.57
928,44.1,1.38,70,25,161.83
2750,46.75,1.12,89,19,189.25
1839,37.14,1.29,90,11,161.5
2823,14.48,2.45,74,18,213.31
2707,41.56,1.35,95,20,187.01
952,34.71,1.99,102,33,170.55
1774,46.2,2.91,83,11,263.62
1733,12.1,1.62,77,21,141.63
2261,13.83,2.77,83,24,202.66
2661,38.77,2.63,105,31,243.65
611,36.89,1.05,79,25,124.2
1602,30.44,1.92,105,22,175.59
2641,19.36,1.86,80,13,186.75
1141,41.28,1.39,71,31,163.57
1897,32.7,1.88,78,36,190.9
2439,25.1,1.16,102,38,145.29
2503,45.15,1.92,90,23,209.02
723,31.02,1.18,109,22,136.13
2795,21.63,1.78,78,14,186.58
2589,21.46,1.86,106,38,186.1
710,49.52,1.87,84,19,181.56
621,39.61,2.02,72,40,165.98
1784,31.49,2.63,105,18,222.2
2940,38.71,2.42,105,23,242.3
1503,26.68,1.45,80,28,151.89
2681,33.11,2.69,77,18,233.79
1490,18.35,2.01,71,39,162.04
2882,39.03,2.52,74,27,239.93
2862,13.03,1.22,96,17,151.08
2787,45.0,1.75,71,21,204.7
2257,37.54,2.14,102,24,217.65
2353,35.1,2.47,109,27,232.68
1665,34.83,1.07,72,28,147.57
2587,16.92,1.88,96,24,168.47
1178,49.68,2.52,107,14,223.78
970,38.52,1.74,88,22,169.23
2889,19.35,1.24,79,18,159.52
1398,16.85,2.76,75,24,195.68
2775,43.79,2.15,84,30,227.38
2763,23.02,2.7,99,34,229.27
1067,21.24,1.25,87,13,115.76
1385,42.6,2.67,76,36,230.59
2048,34.59,2.33,79,14,213.23
2472,38.55,1.74,81,30,194.26
2372,49.08,2.28,100,31,244.29
1385,37.15,1.32,110,34,154.33
1516,29.42,2.84,88,20,218.96
2660,34.7,1.31,89,30,164.47
1902,26.03,2.77,100,30,210.65
1695,19.01,1.07,100,25,118.35
2497,47.37,1.11,72,29,184.58
2133,45.91,1.04,88,30,156.25
2474,26.68,1.93,78,19,181.86
2207,16.62,2.17,99,12,178.08
872,37.14,1.34,75,36,135.35
2050,38.31,2.37,100,23,224.09
2694,29.01,1.76,73,23,191.15
1356,46.01,1.24,80,21,158.12
2926,30.07,2.48,89,14,232.65
2101,36.49,1.83,106,40,198.42
2189,48.07,2.42,84,38,227.81
2673,22.63,2.22,107,24,212.26
2749,13.8,1.66,86,20,166.41
2027,36.48,1.92,85,10,188.24
937,38.08,1.99,103,14,177.27
1187,32.11,2.36,74,32,186.16
2295,18.49,1.0,92,38,121.66
2432,41.41,2.76,78,40,241.05
1815,21.96,1.34,79,40,135.06
1773,43.87,2.77,96,28,248.02
2844,41.27,2.48,81,16,249.18
1548,36.42,1.35,104,23,167.96
2649,37.17,2.95,75,29,252.64
2630,44.9,2.64,100,40,255.85
1280,21.78,1.77,73,37,136.73
863,41.24,2.6,73,17,211.7
2657,14.64,2.53,90,37,207.67
2907,29.49,2.08,78,34,205.05
2458,25.15,1.63,72,20,174.13
2148,33.36,2.55,79,15,227.94
2341,49.31,1.45,98,33,192.83
2150,43.07,1.62,110,37,188.54
1190,17.34,1.78,90,24,147.01
2721,31.92,1.19,89,35,172.29
2398,14.23,2.3,78,23,194.79
2455,30.11,1.21,87,31,150.42
945,35.17,2.55,104,12,201.05
701,32.66,1.44,105,11,142.97
1565,20.24,2.51,79,33,188.06
736,42.8,1.07,84,10,138.72
1284,41.13,1.45,93,16,170.83
2602,38.32,1.7,90,37,202.03
2442,18.09,1.79,76,37,170.85
1053,29.44,1.48,97,11,147.16
627,14.11,1.72,92,33,126.15
2465,36.84,1.86,97,37,192.22
1180,33.61,2.45,81,10,193.99
1886,10.97,1.47,110,37,135.15
963,26.84,1.45,109,18,141.23
2493,28.94,2.4,89,35,223.45
2263,17.43,2.24,73,28,193.74
840,37.97,1.98,104,30,184.38
694,14.14,1.85,97,35,120.72
2894,19.3,2.01,77,23,187.4
2665,14.55,2.29,85,30,182.34
2823,25.25,2.07,83,38,208.09
2597,13.26,1.98,82,31,174.6
2834,46.37,1.72,77,39,219.68
2597,17.5,1.45,105,22,160.08
1226,46.99,2.6,100,37,227.12
2938,23.37,2.88,97,22,244.9
1582,30.67,2.44,98,26,198.68
1756,40.57,1.25,79,23,162.43
2538,26.12,1.92,107,28,195.55
955,27.46,2.17,79,22,165.11
1120,17.5,1.07,78,19,112.25
2685,38.19,2.12,93,39,219.52
1807,11.7,1.35,79,29,128.63
1196,12.89,1.13,80,29,95.3
2674,49.0,1.5,105,32,207.64
2177,31.88,2.08,86,13,191.77
2045,19.42,2.99,88,16,227.82
1062,48.26,1.24,108,25,151.56
1093,47.86,1.99,94,26,198.84
2561,42.76,1.66,100,10,203.79
714,24.03,1.76,90,17,140.94
820,30.24,2.29,99,23,186.87
773,44.06,1.06,93,36,134.64
1319,38.04,2.15,109,28,198.79
1275,21.72,2.23,88,15,174.95
1940,10.61,2.66,105,15,191.22
1428,39.29,2.94,82,24,230.69
2065,25.21,2.56,107,38,216.22
1315,15.52,1.85,88,38,135.7
2372,35.08,1.03,107,11,163.57
2079,45.0,2.72,73,14,247.74
2968,28.9,2.55,78,31,237.97
1066,38.3,2.93,109,35,231.01
1836,38.2,2.77,87,11,240.8
1760,37.63,2.26,110,10,212.24
2186,40.66,2.15,79,30,204.79
2309,17.65,1.01,81,23,117.46
1593,11.47,2.51,91,30,178.58
2413,20.25,1.61,70,30,153.92
1007,46.05,1.26,72,27,145.76
2979,45.98,2.44,72,28,246.13
2266,35.44,1.64,109,29,175.66
2954,12.79,2.78,100,20,230.17
1470,28.55,2.94,71,29,229.97
1197,48.73,2.96,83,11,259.12
2883,46.66,1.0,96,33,187.78
1011,23.91,1.39,89,12,135.22
633,12.34,2.64,106,12,164.11
2363,22.22,2.98,79,32,229.99
1937,49.83,1.31,100,33,187.43
2026,27.58,2.87,78,10,240.62
790,42.95,1.15,75,12,145.88
2449,26.32,1.6,86,20,171.43
1367,49.56,2.93,78,37,257.58
2777,28.05,1.84,103,25,203.53
2191,14.77,2.04,107,17,167.65
1108,22.04,2.11,74,23,158.29
1447,44.21,1.04,95,16,148.87
2628,14.07,1.12,87,36,139.41
1928,26.67,1.88,82,19,173.18
1983,32.96,1.26,80,21,165.22
2557,15.96,2.3,72,33,199.13
815,41.21,1.7,95,27,169.45
979,34.09,2.41,101,17,200.73
957,42.54,2.89,101,28,225.58
2665,21.09,2.99,89,35,237.91
769,36.27,2.92,86,40,219.35
2812,45.93,1.86,93,34,219.68
1753,34.89,1.09,108,30,147.64
716,28.85,2.66,82,26,185.95
1401,18.88,2.11,107,21,168.42
1669,26.31,1.69,94,11,168.01
2242,43.97,2.59,101,30,240.56
1321,48.8,1.1,91,18,165.54
1159,36.45,2.79,87,23,221.1
2792,12.07,2.09,102,32,188.29
686,25.7,1.21,86,32,106.43
2359,11.6,2.57,99,15,206.25
1941,42.77,2.01,71,15,204.32
1193,45.76,2.62,96,29,230.75
1739,37.83,1.77,88,30,177.64
2680,15.59,2.96,100,18,238.91
609,43.28,1.92,96,27,177.61
1968,35.79,2.31,85,31,219.04
870,27.3,2.08,110,40,156.03
2249,27.96,2.43,97,13,208.1
2487,42.71,1.5,101,40,193.84
2312,17.79,2.12,91,22,191.62
2780,36.41,2.41,75,10,233.51
1210,43.62,1.45,95,14,163.88
2580,23.31,1.06,102,38,142.5
1355,15.38,2.3,85,15,177.89
1944,21.58,2.96,74,24,212.16
2500,17.16,1.12,106,16,142.13
2283,30.43,1.57,101,25,168.74
1438,38.86,1.75,101,26,169.91
1976,44.86,2.6,80,28,248.89
2239,24.38,1.73,105,16,169.52
1286,18.67,2.17,79,23,163.18
1414,12.7,1.92,98,12,142.07
2511,29.61,2.43,90,39,208.6
687,32.0,1.66,77,17,154.47
1727,19.2,1.39,93,39,139.13
1018,45.8,2.51,73,19,219.06
1571,14.43,1.27,103,35,122.55
1873,30.23,2.47,110,28,202.14
602,32.99,1.15,92,26,122.39
1934,46.46,1.33,101,38,170.92
1307,43.67,1.48,88,13,172.38
1961,30.6,1.92,100,34,178.26
2471,37.41,2.19,108,37,228.23
814,30.9,2.07,71,40,157.31
2531,32.1,1.97,99,35,198.62
819,43.23,1.27,79,18,152.76
2134,16.82,1.82,105,34,167.85
2767,26.84,2.27,98,22,210.2
2202,13.64,1.1,80,37,118.1
2898,12.25,2.14,70,35,181.17
2098,39.25,1.04,95,11,168.16
2234,44.04,1.45,95,28,191.26
1819,39.99,1.68,75,33,172.55
1143,31.6,2.8,96,27,209.78
2786,44.5,2.05,81,10,228.73
1571,39.65,2.12,110,38,204.58
1328,17.68,2.83,79,20,190.7
1505,41.39,1.49,93,13,171.08
1555,38.82,1.39,74,29,167.57
2162,24.78,1.32,86,38,153.84
2702,43.16,2.29,78,25,229.51
1722,14.49,1.41,105,20,138.23
1399,49.68,2.91,79,25,252.44
1403,44.53,2.8,109,27,246.67
1053,49.17,2.2,90,16,206.6
2426,43.27,2.52,81,10,248.1
1516,46.19,1.34,75,23,172.21
2994,41.39,1.59,80,13,210.4
2065,17.02,2.04,71,22,174.02
1162,42.23,2.7,71,10,234.02
2201,21.3,2.74,71,11,215.01
1577,47.08,1.24,105,25,162.06
1624,11.49,2.01,90,31,153.74
1414,49.93,1.73,106,32,203.58
2275,33.61,2.6,80,25,238.34
1249,26.79,1.79,81,29,156.88
1281,11.61,2.77,71,23,174.97
2390,38.95,1.08,98,13,177.0
831,33.02,1.54,70,30,137.31
2548,47.34,1.95,79,19,229.78
1638,33.48,1.34,75,18,159.32
1473,32.98,2.58,108,26,221.71
2021,33.52,1.22,75,32,161.67
1837,25.08,2.66,110,29,220.86
2140,15.52,1.15,70,17,118.34
2272,16.63,1.52,76,21,148.44
1215,31.93,2.58,78,22,200.14
1057,49.03,2.76,102,40,238.24
2262,36.8,2.44,97,15,239.13
2289,19.45,2.58,75,13,207.43
850,29.4,1.43,96,22,144.86
669,37.01,2.14,102,24,188.03
2311,15.9,2.82,76,12,225.4
2171,28.98,2.49,102,31,207.57
1971,43.29,2.12,83,17,222.08
2233,23.35,2.1,86,33,186.2
1544,41.45,1.79,109,37,190.0
1006,14.95,2.14,110,16,160.62
2278,32.26,2.9,107,26,253.72
2897,39.93,2.0,74,39,224.11
1741,14.67,1.25,85,39,121.85
1105,26.61,1.55,75,36,134.33
1609,47.24,1.25,80,28,168.96
2894,21.72,1.73,82,17,189.27
1030,14.36,2.77,85,26,174.06
1691,34.55,2.5,101,29,216.77
1403,47.13,2.78,95,17,236.97
2695,17.33,1.63,98,32,165.22
2762,23.37,2.84,101,34,231.81
1669,37.16,1.54,102,30,169.23
1154,29.67,1.47,84,28,149.76
651,37.12,2.72,104,40,211.62
2669,30.33,1.27,86,15,158.22
2117,25.76,1.13,76,24,130.43
2523,41.16,2.93,92,34,254.49
800,35.31,2.7,98,27,217.68
2806,46.65,1.33,88,15,203.13
2408,34.9,2.59,108,39,238.92
1922,23.6,2.15,109,16,184.87
1765,28.33,1.2,73,17,135.17
2359,13.23,2.4,97,23,185.33
1637,25.41,2.22,101,35,187.98
2898,25.49,2.19,86,34,202.25
655,33.4,1.26,107,20,127.61
1066,27.36,1.17,101,23,127.14
1607,41.37,2.93,108,12,258.27
1703,49.58,1.93,109,24,219.13
709,15.94,2.0,96,31,145.98
1169,33.21,2.79,88,16,213.1
2909,38.04,1.26,100,23,183.09
1668,39.63,2.32,86,40,203.27
2602,26.94,1.33,90,27,163.89
2392,29.93,2.36,72,36,205.38
1065,28.06,1.21,109,12,126.83
2207,35.12,2.32,109,17,215.32
2788,37.03,1.2,106,33,167.35
735,18.96,1.09,94,19,104.67
2287,13.18,1.84,81,21,161.59
1332,10.05,2.61,101,31,174.97
958,45.75,2.12,90,31,202.84
1684,12.09,2.53,75,16,191.33
2065,49.69,2.8,103,38,250.79
771,22.39,1.76,105,28,144.22
1691,10.09,1.65,92,26,133.56
1487,31.44,2.33,105,11,209.88
1236,18.35,1.3,105,26,114.58
1867,41.58,1.66,77,33,190.34
1694,19.75,1.25,76,20,132.92
1046,44.25,1.78,106,27,182.67
2738,47.82,2.74,108,16,272.46
2965,44.27,1.99,90,36,221.42
1963,42.45,2.89,93,11,245.39
2720,44.33,1.13,77,29,184.83
1873,21.87,2.83,70,18,223.72
1294,19.34,2.48,105,27,191.35
2942,28.23,1.97,79,32,201.74
2784,23.43,2.31,82,34,210.68
1295,17.13,1.23,78,29,114.72
1873,36.51,1.39,102,18,160.76
2153,28.71,1.29,85,14,152.37
1104,37.16,1.3,100,14,153.16
1296,20.72,1.56,75,18,145.11
1588,24.66,2.73,90,35,211.31
1390,44.76,2.58,110,36,236.23
2479,20.72,1.37,107,18,165.99
683,18.01,1.35,73,32,105.9
715,30.83,2.52,71,27,190.78
2916,21.41,2.78,107,29,243.65
1825,36.84,1.42,93,17,167.15
1322,43.24,2.69,77,37,221.92
2871,35.91,2.37,77,10,236.31
1217,23.56,1.66,73,23,135.55
2231,44.82,1.46,92,12,199.31
828,43.6,2.67,82,40,210.94
2423,36.47,2.4,78,34,229.86
666,29.82,2.26,90,15,185.24
627,44.83,1.29,94,34,155.39
1268,42.13,1.29,72,19,151.08
2385,18.66,2.25,77,15,188.1
2293,40.61,1.03,104,21,158.96
2521,23.87,2.75,86,23,227.67
2355,22.02,1.95,107,33,185.15
2412,41.09,1.21,73,16,178.17
1593,25.47,2.21,107,14,188.74
1127,27.82,1.03,71,39,113.84
1333,15.39,2.98,109,26,206.46
1905,32.21,1.85,83,34,177.03
2764,37.85,2.0,80,21,225.37
2460,23.97,1.44,100,27,155.71
1888,26.89,2.5,105,17,201.81
2233,24.83,1.42,107,20,163.85
2559,27.41,2.63,107,35,224.81
2788,16.34,2.94,85,32,238.77
1661,14.74,2.72,76,26,196.08
1099,29.65,1.52,81,23,148.31
1361,47.06,2.04,73,16,211.68
2049,48.13,2.94,79,21,265.08
2453,16.01,2.97,72,23,228.6
2399,40.73,1.72,93,16,198.54
2149,11.59,2.5,104,11,189.13
1402,32.17,1.31,96,19,142.95
1633,32.6,2.97,90,20,241.84
787,23.32,1.96,87,13,156.42
2698,47.33,2.91,72,17,282.37
730,15.3,2.73,102,15,180.79
2723,20.98,1.75,81,28,178.33
2380,42.69,1.77,71,20,195.97
2255,34.5,1.77,98,26,188.39
1843,27.04,1.87,89,25,174.03
1417,28.3,2.79,96,34,218.11
678,48.1,2.24,104,31,196.59
1421,40.04,2.63,107,14,221.74
2775,27.02,1.39,82,16,163.45
2502,46.72,2.61,91,30,257.55
2527,28.77,1.82,97,13,196.12
1053,43.35,2.56,72,40,215.58
2027,49.17,1.97,96,35,207.61
2528,35.53,2.09,87,23,207.09
1640,26.01,2.69,110,36,201.18
616,43.62,2.93,102,30,232.91
917,11.42,1.97,102,36,133.08
1798,25.61,2.63,86,19,219.67
895,42.17,2.48,78,32,207.27
1263,17.24,2.25,88,11,169.82
2095,16.0,1.31,73,36,127.68
2417,35.05,2.1,83,37,216.55
759,26.85,1.97,103,14,168.73
1833,35.08,1.57,88,25,169.8
1658,48.03,2.96,87,17,254.28
1174,48.78,2.42,101,38,215.82
854,31.3,2.89,84,20,221.33
2948,36.84,2.47,93,40,245.21
2389,26.12,2.84,81,25,236.67
794,33.91,2.73,99,39,197.73
1275,29.48,1.44,109,35,154.62
617,15.08,1.18,88,11,101.9
2755,35.04,2.77,103,22,256.96
2477,47.71,2.92,74,38,276.08
1643,31.93,2.08,108,31,186.34
2237,35.16,1.19,83,11,172.82
1858,23.72,1.16,77,20,143.82
2273,24.64,2.83,94,40,222.3
1166,39.68,2.52,77,35,211.95
874,11.88,1.2,70,28,89.56
2536,11.04,1.19,70,29,128.69
2532,32.88,2.09,107,28,210.25
1444,35.63,1.43,76,37,145.33
2216,25.12,2.17,81,33,196.62
1270,35.9,1.63,71,24,163.5
2685,48.94,2.09,71,13,237.16
2824,21.61,1.72,101,31,173.92
2493,19.51,2.65,101,18,223.65
1462,37.96,1.22,89,10,151.21
1038,28.75,2.98,108,18,219.23
1641,39.77,2.21,99,39,196.27
1860,11.03,1.89,101,34,145.2
2906,20.69,1.41,76,23,157.0
2037,32.58,2.78,82,13,241.74
1349,48.75,1.78,78,18,186.69
2743,28.47,1.61,107,31,178.83
2787,13.61,1.28,80,23,147.82
2013,35.41,1.28,85,34,154.04
1638,47.81,2.81,81,35,255.78
1936,20.98,2.32,88,12,185.02
2970,34.76,1.81,102,22,217.74
2491,20.59,1.91,95,12,179.63
2403,24.71,1.14,92,12,155.59
1959,20.74,2.22,76,13,189.31
1466,25.09,1.26,80,25,123.31
1519,43.92,1.24,93,21,166.14
1455,24.85,2.74,92,20,203.98
2385,17.0,2.86,80,29,222.58
1196,36.77,1.15,88,17,150.01
1334,10.11,2.49,95,29,177.95
1959,35.57,1.71,99,14,178.83
2619,43.42,1.35,92,10,188.14
914,23.49,1.04,91,38,106.25
2476,14.84,2.88,99,31,217.2
2202,32.69,2.98,70,22,243.61
2982,31.23,1.45,102,28,175.35
2328,47.68,2.37,71,27,246.54
1442,26.69,2.5,74,26,205.09
722,29.86,2.04,100,20,159.43
1525,47.05,1.66,102,39,179.15
2589,18.66,2.7,81,39,211.62
1423,45.74,1.17,76,11,161.75
2412,21.34,1.58,81,39,163.02
1414,21.68,2.74,73,26,201.32
1414,17.32,2.21,102,13,179.73
743,27.8,2.16,78,38,172.6
2068,39.85,2.08,104,30,200.12
2563,41.35,2.39,102,40,243.39
999,24.17,1.95,98,23,161.55
2035,10.94,2.83,96,25,195.46
874,42.18,1.95,90,32,190.28
643,34.1,2.28,77,19,186.88
601,37.48,2.74,101,12,216.83
2795,16.77,1.74,110,16,169.28
747,48.92,1.7,96,12,183.25
2677,26.86,2.76,86,23,233.0
1704,47.32,2.52,95,31,230.35
1675,43.67,1.4,104,22,172.56
2085,48.63,2.99,98,21,262.62
2454,24.28,2.38,103,14,206.66
2680,44.95,1.94,91,25,225.46
2652,13.33,1.86,86,14,164.0
792,24.79,1.01,92,22,111.27
738,18.96,2.62,77,12,189.49
1967,49.17,1.77,89,11,203.42
746,19.52,2.02,88,33,152.37
2236,12.7,1.58,94,24,139.99
982,40.23,1.05,78,22,133.41
830,30.03,2.1,110,15,183.49
1571,27.21,1.06,78,34,125.5
1001,23.72,2.24,80,35,168.37
1221,12.3,1.37,101,28,107.56
1207,48.28,2.03,73,35,203.72
819,31.17,2.15,101,20,175.55
607,26.59,1.01,105,14,115.08
2115,32.84,1.83,98,38,176.63
1361,49.84,1.18,97,31,170.32
1578,35.65,2.93,81,10,236.82
2880,26.44,2.48,91,16,226.67
2801,20.14,1.2,110,30,148.05
1574,28.86,1.13,81,30,125.04
1764,11.97,2.36,76,18,170.17
1488,48.34,1.97,105,37,195.26
2821,23.39,1.71,77,36,178.14
2840,49.34,2.33,97,29,242.37
2723,22.89,1.21,87,15,155.19
1011,35.26,1.92,85,30,171.32
2651,10.26,2.84,79,18,210.01
2797,29.75,2.68,94,35,237.13
718,48.39,2.97,104,30,237.98
1732,33.44,2.76,109,23,232.7
1730,43.68,1.86,79,35,186.33
1750,46.45,2.52,97,32,232.87
1878,37.44,1.25,81,16,160.68
1607,18.19,1.19,74,37,123.51
863,18.33,2.9,83,39,196.81
1748,25.04,1.52,97,23,147.67
2045,48.68,2.57,110,34,241.23
2218,21.76,2.82,72,35,215.52
1015,35.24,1.65,91,20,160.28
1684,14.79,2.52,88,22,178.69
1885,27.83,2.86,91,11,223.62
2476,30.23,2.77,94,11,234.45
2417,27.67,2.0,110,34,184.37
1045,25.07,1.26,73,36,129.15
1203,38.68,1.45,83,39,148.09
2671,32.88,1.22,102,30,175.95
2488,25.47,1.49,76,38,167.43
2491,24.78,2.65,70,14,220.23
1747,14.81,1.07,101,37,110.88
2929,34.83,2.51,106,33,245.87
2257,32.32,1.49,109,38,168.32
1921,47.69,1.76,80,24,200.1
2420,17.84,1.36,99,20,151.45
959,24.21,1.33,93,33,128.95
1138,37.94,1.76,88,24,173.91
697,33.85,2.91,86,34,209.99
2867,46.35,2.53,80,11,251.12
2540,21.32,1.08,74,29,134.13
2072,32.21,2.79,75,27,226.89
1189,10.23,1.75,84,25,131.84
2421,22.69,2.58,78,10,211.9
2232,39.3,2.17,71,20,217.91
1178,20.15,1.76,85,25,147.11
2154,41.81,2.25,86,21,217.35
1561,41.2,1.21,93,25,154.5
2695,22.61,1.4,75,34,164.91
2484,34.0,2.58,104,32,241.13
2806,42.71,2.7,99,17,259.54
996,46.21,1.23,82,35,156.04
1913,49.55,2.98,95,29,271.42
1375,40.58,1.97,90,28,193.05
2866,39.82,2.11,70,13,236.69
785,20.29,1.0,89,31,89.12
1575,14.68,1.81,89,17,156.03
2799,13.54,2.47,97,31,213.0
2136,40.9,1.13,107,26,175.22
2920,29.76,1.85,79,39,200.18
781,15.51,1.92,100,30,141.87
2050,39.36,1.23,71,31,159.36
1934,27.23,2.6,106,16,212.81
620,39.08,2.47,89,35,196.71
1564,43.87,1.91,106,36,194.6
2557,15.98,1.49,104,27,152.38
1982,39.32,2.89,74,16,239.75
1632,44.26,2.38,95,13,227.69
2867,38.42,1.56,110,39,189.15
2525,23.46,2.07,97,10,206.05
1490,22.11,1.96,109,37,169.21
1382,27.4,1.06,89,20,122.33
2563,18.03,2.94,96,26,235.57
1971,48.72,2.02,102,15,227.42
1960,48.41,2.16,103,33,218.81
1409,47.62,2.32,106,11,233.12
1036,17.56,1.64,101,11,143.48
1537,49.09,1.18,93,37,157.02
2155,16.05,2.73,96,10,204.17
2459,45.78,2.92,96,10,263.09
1165,27.43,2.42,109,16,189.09
2039,26.56,2.35,97,14,206.03
1245,37.67,2.43,75,32,204.77
945,46.75,1.83,73,37,182.61
746,42.41,2.68,101,19,216.67
2098,11.17,2.76,105,33,210.24
2842,48.16,1.98,107,18,237.94
729,23.24,2.96,92,26,200.02
1675,39.93,2.21,72,30,212.62
2002,21.61,2.01,91,14,185.0
1256,15.98,2.98,99,27,207.06
2896,40.66,1.87,89,15,217.53
2045,26.11,2.71,95,31,215.74
2378,33.99,2.06,88,18,211.03
2666,28.4,1.18,71,23,147.84
712,35.87,2.08,77,21,185.1
1027,44.83,2.13,78,39,187.51
2241,15.12,1.3,101,28,137.28
2357,29.33,2.27,110,10,215.16
1889,48.96,1.12,84,22,171.96
2465,49.9,2.06,88,17,227.33
1631,22.05,1.01,76,33,111.34
2249,36.63,1.51,93,14,173.28
1488,19.46,1.7,88,16,150.39
932,44.33,1.1,101,37,144.99
2844,16.39,2.39,78,21,195.52
688,28.72,1.72,84,37,148.54
2215,41.23,2.3,104,13,230.01
2586,13.05,1.2,73,38,134.55
2764,41.74,1.49,88,19,205.63
1155,27.88,1.33,84,18,128.3
1458,45.51,1.14,91,31,152.54
1283,48.8,1.38,90,26,174.63
1010,32.29,2.12,97,16,190.8
1942,17.52,2.95,96,16,224.51
844,21.77,1.66,82,10,134.08
1062,22.72,1.27,85,34,127.04
1971,13.59,2.37,87,31,184.01
2944,23.51,2.15,101,32,202.47
2917,28.65,1.83,93,16,193.56
2765,16.09,1.4,85,18,159.45
2069,22.52,2.6,79,15,215.98
2142,47.01,2.87,85,26,258.56
948,18.67,1.2,100,25,117.14
938,30.05,2.46,70,12,187.72
629,40.41,1.22,78,23,136.32
1251,23.01,2.47,81,19,197.27
1013,21.16,2.99,79,23,196.85
1327,19.93,1.42,90,29,133.6
1065,35.63,1.25,83,14,137.35
2228,39.48,2.17,87,11,220.81
1888,49.22,2.08,88,28,211.24
2991,46.75,2.62,107,11,271.9
1718,46.99,1.38,92,14,175.61
2128,37.57,2.14,74,26,217.16
1939,31.81,1.31,105,15,151.92
2322,23.85,1.82,108,14,183.66
1000,39.07,1.71,104,35,168.45
1968,23.29,2.6,84,10,218.85
834,38.93,1.99,110,30,173.89
1911,40.32,1.54,88,33,170.12
1307,43.46,2.04,77,39,196.65
1010,16.25,2.18,74,35,156.85
1621,11.99,1.39,80,15,127.09
2923,40.79,1.32,91,39,190.28
877,22.11,1.61,79,21,127.41
2559,47.22,2.98,109,26,271.49
1316,43.0,1.22,101,32,155.81
2776,21.32,2.75,106,24,231.11
2278,31.86,1.45,74,15,173.89
2450,46.77,1.58,71,30,193.58
2003,21.83,2.12,77,38,177.26
2189,48.19,1.78,86,24,217.45
1233,16.91,2.12,94,11,164.19
2876,35.06,2.06,107,10,211.98
2951,46.36,2.91,70,23,280.39
2586,44.24,1.74,82,22,214.25
1667,18.59,1.06,100,33,127.05
1042,32.17,1.03,93,27,127.86
1967,34.96,2.55,95,24,232.75
1145,36.64,1.67,93,33,168.83
2548,18.33,2.84,73,40,221.99
1337,33.01,1.0,95,22,122.84
2890,18.79,2.01,103,16,187.96
1260,42.62,2.66,74,12,224.71
2073,48.86,1.49,91,16,202.92
1174,17.89,2.26,75,22,164.54
2013,36.26,1.26,105,14,162.88
927,10.34,1.79,88,28,126.15
2853,18.5,1.06,97,26,144.64
996,21.15,1.34,70,15,119.55
1031,26.79,2.41,86,20,188.94
2548,45.95,1.56,109,37,195.97
2407,37.76,2.06,87,26,205.88
824,11.01,1.62,98,34,113.57
2902,43.57,2.74,92,21,257.87
2024,28.32,2.82,107,22,235.75
2850,49.26,2.06,100,35,233.71
704,39.46,1.65,92,36,151.76
2450,34.23,1.92,73,39,200.74
1934,17.27,1.09,93,21,129.98
991,35.14,1.43,73,23,141.67
1559,26.66,2.81,96,28,212.19
2723,34.87,1.75,83,37,200.65
1609,41.96,1.24,100,30,161.32
2504,18.59,2.68,99,16,220.8
870,25.8,1.31,77,40,120.17
1067,12.84,1.69,78,38,122.98
834,37.59,1.03,81,38,134.55
796,32.58,2.42,83,34,181.06
2838,45.55,1.73,82,22,214.71
1837,38.31,2.05,92,39,194.27
1663,31.73,2.42,70,31,197.87
1599,17.1,1.03,87,22,111.99
2119,25.05,2.96,91,25,237.56
1015,29.88,2.63,107,25,192.26
766,27.89,2.5,101,22,189.26
2810,13.34,2.38,109,21,194.91
789,18.2,1.59,72,34,117.13
1780,45.05,1.62,106,10,190.08
2514,33.91,1.64,106,16,187.92
2903,45.18,1.71,89,34,208.57
1216,33.28,1.75,100,28,162.85
669,25.49,1.34,100,33,122.51
2255,28.6,2.65,98,31,228.02
1453,13.93,2.5,73,18,188.72
1019,11.88,2.49,72,10,159.91
2792,43.33,1.63,74,24,204.12
1776,31.74,2.17,85,18,205.64
2039,20.98,2.28,94,15,190.66
